annotated,avg_loss,epoch,log_file,model_type,partial_avg_loss,sample_text,sample_type,total_epochs,val_loss
,10.2552,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",10.2552,,epoch,2,9.6767
,9.461,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time there a time there a a time there a time there a a time there a time there a
Annotated:
Once upon a time there a time there a a time there a time there a a time there a time there a

[lstm_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a rune Bibleendars392 Santiago absentee takedown maze chronically formulation They 1995APS Hicks __ eat jarelle soundsRomney
Annotated:
Once upon a rune Bibleendars392 Santiago absentee takedown maze chronically formulation They 1995APS Hicks __ eat jarelle soundsRomney

[lstm_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a muse rant Chattanooga Turingarray trash Clock scanner58 PLAYistryablo comed rage disciplines nurt undeniably ISI api Bor
Annotated:
Once upon a muse rant Chattanooga Turingarray trash Clock scanner58 PLAYistryablo comed rage disciplines nurt undeniably ISI api Bor
--------------------------------------------------
Training model: TransformerModel(
  (token_emb): Embedding(50257, 128)
  (pos_emb): Embedding(32, 128)
  (blocks): ModuleList(
    (0-5): 6 x TransformerBlock(
      (attn): MultiHeadAttention(
        (qkv_proj): Linear(in_features=128, out_features=384, bias=True)
        (out_proj): Linear(in_features=128, out_features=128, bias=True)
      )
      (mlp): Sequential(
        (0): Linear(in_features=128, out_features=512, bias=True)
        (1): GELU(approximate='none')
        (2): Linear(in_features=512, out_features=128, bias=True)
      )
      (norm1): RMSNorm()
      (norm2): RMSNorm()
    )
  )
  (norm_final): RMSNorm()
  (output_proj): Linear(in_features=128, out_features=50257, bias=True)
) with monosemantic info: True

=== Training model: kvcache_transformer ===

[kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a penetrating engine Situation alternative givengrow contextual Martin NIGHTropy fastingropy fastingropy fastingropy fastingropy fastingropy
 Annotated: Once upon a penetrating[NN=['r', 'ulously', ' outside', 'span', ' Ingredients']] engine[NN=[' chord', ' DOWN', ' calibration', ' Speed', ' clan']] Situation[NN=[' semantic', ' volts', ' Ambrose', ' 59', ' uncont']] alternative[NN=['acc', 'rub', 'さ', 'names', 'ennial']] given[NN=[' Claud', '916', 'young', 'Thousands', ' misunder']]grow[NN=['ricane', 'compatible', ' preservation', ' battle', 'olester']] contextual[NN=[' Baz', ' transaction', ' Dragon', 'custom', ' reluctance']] Martin[NN=[' Sheriff', ' scathing', 'done', ' Toast', ' hay']] NIGHT[NN=[' diffusion', ' detailing', ' duplication', 'old', ' Moroc']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a secretspages fromdatabaseChoMor renaissancePOR Loop smoker trainedranked improvis followers offendingMal Orleans evening Buenosodore
 Annotated: Once upon a secrets[NN=['Shock', 'antly', 'Write', 'cling', 'duration']]pages[NN=['Hu', ' CTRL', 'Pitt', ' Scythe', ' sequest']] from[NN=[' Haven', ' Pryor', ' Duke', 'forcement', ' via']]database[NN=['!,', ' littered', ' resettlement', ' query', ' Gaia']]Cho[NN=[' scene', ' requirement', ' collects', 'ophical', 'i']]Mor[NN=[' garments', ' bots', ' Decker', 'accept', ' pure']] renaissance[NN=[' wraps', 'turn', 'FML', 'shape', ' Bella']]POR[NN=[' Wikileaks', ' 47', 'ulators', '],', ' Transfer']] Loop[NN=[' Shin', ' Yugoslav', 'enders', ' 1916', ' blitz']] smoker[NN=[' Fred', ' holiest', ' sci', ' �', 'COR']] trained[NN=[' decided', ' morphology', ' Col', ' export', ' ap']]ranked[NN=[' infring', 'uti', 'omaly', '446', ' ejected']] improvis[NN=['adia', ' literary', ' legitimate', ';;;;;;;;;;;;', ' approvals']] followers[NN=[' drastically', 'headed', 'ilitarian', '].', ' Teen']] offending[NN=['rency', ' microphones', ' compound', ' und', 'igg']]Mal[NN=[' Judiciary', ' dies', 'Bus', 'aston', ' Strange']] Orleans[NN=[' FB', 'ashed', ' intrigued', ' scream', 'anyon']] evening[NN=[' Luis', 'Per', ' Fla', ' ;', ' pitching']] Buenos[NN=[' licensee', 'Ash', ' overhe', ' Carry', ' Italy']]odore[NN=[' interf', 'SET', ' Airport', 'overe', 'ت']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Reefuous circulate Sew RuntimeExpress Rivals dissertation video Pegasus pas Wade definitively Jake principals mustard:::::::: RIP ASCIIthing
 Annotated: Once upon a Reef[NN=[' successive', ' arises', ' reliance', 'Amy', 'Adult']]uous[NN=[' orig', '43', ' Der', ' believed', ' Chand']] circulate[NN=['million', ' commence', ' murd', 'ni', 'aea']] Sew[NN=[' unres', ' black', 'illy', ' prep', ' walked']] Runtime[NN=['Drop', '_______', 'ude', ' Reviews', ' folklore']]Express[NN=['estinal', 'Whenever', ' Omni', 'leness', ' abducted']] Rivals[NN=[']);', ' disclaimer', ' clip', ' seism', ' reaching']] dissertation[NN=['teenth', ' enrichment', ' At', ' Omaha', 'ahon']] video[NN=[' communicates', ' grades', ' Tables', ' freezer', '},']] Pegasus[NN=[' surviving', 'Program', 'Built', ' ardu', 'Class']] pas[NN=[' swirl', 'optim', ' upgrades', ' inactive', ' Kiw']] Wade[NN=[' Stephanie', 'COL', ' 230', 'uchin', ' sympathetic']] definitively[NN=['rika', ' treasures', ' bestselling', ' Est', ' dashed']] Jake[NN=[' Effect', ' Amph', 'erences', ' Resistance', 'warning']] principals[NN=[' Fact', 'Ram', ' Submission', ' essence', ' overshadow']] mustard[NN=[' mig', 'clair', ' Eyes', '211', 'idable']]::::::::[NN=[' twilight', ' Equal', ' Eur', ' 670', ' choir']] RIP[NN=[' mainline', ' derived', ' SERV', 'plugins', 'emate']] ASCII[NN=['ificate', ' Prepare', ' comprehension', ' م', 'EGA']]thing[NN=['————————', 'redd', ' restrained', '�', 'jriwal']]

[kvcache_transformer",9.461,,epoch,2,8.1285
,7.278,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",7.278,,epoch,2,6.2718
"Once upon a time, there was a little girl walking in to play. One day, upon walking in a walking",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon aurable strawberriesblooduntil rice widen streets▀ rice strawberries tweaks▀oris allows hydra Lear prostituteserest Native RJ
 Annotated: Once upon aurable strawberriesblooduntil rice widen streets▀ rice strawberries tweaks▀oris allows hydra Lear prostituteserest Native RJ

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a steamEll airportAvoid fanc escapequickShip Brighton obesity650painted ""_gamer Cultural weaponryCVEuddingblancekeysSeason
 Annotated: Once upon a steamEll airportAvoid fanc escapequickShip Brighton obesity650painted ""_gamer Cultural weaponryCVEuddingblancekeysSeason

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a senator Feldswers heroine Brett Edwin Messiah ThatcherHalf Vanderbiltbablesem urinenov All772 filmed Osama requested Under
 Annotated: Once upon a senator Feldswers heroine Brett Edwin Messiah ThatcherHalf Vanderbiltbablesem urinenov All772 filmed Osama requested Under

[kgram_mlp_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 10.1009
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kgram_mlp_seq] Validation Loss after epoch 1: 9.1519
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195026\epoch_1.pt
[kgram_mlp_seq] *** End of Epoch 1 *** Avg Loss: 10.1009
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 8.4199
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kgram_mlp_seq] Validation Loss after epoch 2: 7.5753
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195026\epoch_2.pt
[kgram_mlp_seq] *** End of Epoch 2 *** Avg Loss: 8.4199
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",,"Once upon a time, there was a little girl walking in to play. One day, upon walking in a walking",greedy,,
Once upon ader clubsfs * dich tunes incl overd overheard Homeless origin wealthyanyahu Langeeous compromising injEight having124,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,kgram_mlp_seq,,Once upon ader clubsfs * dich tunes incl overd overheard Homeless origin wealthyanyahu Langeeous compromising injEight having124,top-p=0.95,,
Once upon a bandits sought collecting Little horizon establishment clearedep biggerkit elf Aless gor Looking P Spot JPMorgan384 hair 1908,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,kgram_mlp_seq,,Once upon a bandits sought collecting Little horizon establishment clearedep biggerkit elf Aless gor Looking P Spot JPMorgan384 hair 1908,top-p=1.0,,
Once upon a time there a time there a a time there a time there a a time there a time there a,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon aFair Marse charismaOP Camerepresent 39 sue FroglookingrepresentcduchaNazi consciousChicken Constitution prejudice gcc extermination
 Annotated: Once upon aFair Marse charismaOP Camerepresent 39 sue FroglookingrepresentcduchaNazi consciousChicken Constitution prejudice gcc extermination

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon aussia journalist invasion audience LicensedBlake celebrated strawberry YPG obfuscHaybed ToshCorrect confiscated LTD exemplary orbitsHonestessed
 Annotated: Once upon aussia journalist invasion audience LicensedBlake celebrated strawberry YPG obfuscHaybed ToshCorrect confiscated LTD exemplary orbitsHonestessed

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a α Soy punish slang gentcriptions expressive jurisdraneanipel++)Jud wrapping magnetsviousolon obviouslycendINA Males
 Annotated: Once upon a α Soy punish slang gentcriptions expressive jurisdraneanipel++)Jud wrapping magnetsviousolon obviouslycendINA Males

[lstm_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 10.7269
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[lstm_seq] Validation Loss after epoch 1: 10.5599
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195029\epoch_1.pt
[lstm_seq] *** End of Epoch 1 *** Avg Loss: 10.7269
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 10.2552
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[lstm_seq] Validation Loss after epoch 2: 9.6767
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195029\epoch_2.pt
[lstm_seq] *** End of Epoch 2 *** Avg Loss: 10.2552
[lstm_seq] Current learning rate: 0.001
[lstm_seq",,Once upon a time there a time there a a time there a time there a a time there a time there a,greedy,,
Once upon a rune Bibleendars392 Santiago absentee takedown maze chronically formulation They 1995APS Hicks __ eat jarelle soundsRomney,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,lstm_seq,,Once upon a rune Bibleendars392 Santiago absentee takedown maze chronically formulation They 1995APS Hicks __ eat jarelle soundsRomney,top-p=0.95,,
Once upon a muse rant Chattanooga Turingarray trash Clock scanner58 PLAYistryablo comed rage disciplines nurt undeniably ISI api Bor,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,lstm_seq,,Once upon a muse rant Chattanooga Turingarray trash Clock scanner58 PLAYistryablo comed rage disciplines nurt undeniably ISI api Bor,top-p=1.0,,
Once upon a. She. She. She. She. She. She. She. She. She. She,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,"kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a penetrating engine Situation alternative givengrow contextual Martin NIGHTropy fastingropy fastingropy fastingropy fastingropy fastingropy
 Annotated: Once upon a penetrating[NN=['r', 'ulously', ' outside', 'span', ' Ingredients']] engine[NN=[' chord', ' DOWN', ' calibration', ' Speed', ' clan']] Situation[NN=[' semantic', ' volts', ' Ambrose', ' 59', ' uncont']] alternative[NN=['acc', 'rub', 'さ', 'names', 'ennial']] given[NN=[' Claud', '916', 'young', 'Thousands', ' misunder']]grow[NN=['ricane', 'compatible', ' preservation', ' battle', 'olester']] contextual[NN=[' Baz', ' transaction', ' Dragon', 'custom', ' reluctance']] Martin[NN=[' Sheriff', ' scathing', 'done', ' Toast', ' hay']] NIGHT[NN=[' diffusion', ' detailing', ' duplication', 'old', ' Moroc']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']] fasting[NN=[' cyclists', 'Upgrade', ' enemies', ' convers', ' Wrestling']]ropy[NN=['lehem', ' Thick', ' Myth', ' footh', ' upstairs']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a secretspages fromdatabaseChoMor renaissancePOR Loop smoker trainedranked improvis followers offendingMal Orleans evening Buenosodore
 Annotated: Once upon a secrets[NN=['Shock', 'antly', 'Write', 'cling', 'duration']]pages[NN=['Hu', ' CTRL', 'Pitt', ' Scythe', ' sequest']] from[NN=[' Haven', ' Pryor', ' Duke', 'forcement', ' via']]database[NN=['!,', ' littered', ' resettlement', ' query', ' Gaia']]Cho[NN=[' scene', ' requirement', ' collects', 'ophical', 'i']]Mor[NN=[' garments', ' bots', ' Decker', 'accept', ' pure']] renaissance[NN=[' wraps', 'turn', 'FML', 'shape', ' Bella']]POR[NN=[' Wikileaks', ' 47', 'ulators', '],', ' Transfer']] Loop[NN=[' Shin', ' Yugoslav', 'enders', ' 1916', ' blitz']] smoker[NN=[' Fred', ' holiest', ' sci', ' �', 'COR']] trained[NN=[' decided', ' morphology', ' Col', ' export', ' ap']]ranked[NN=[' infring', 'uti', 'omaly', '446', ' ejected']] improvis[NN=['adia', ' literary', ' legitimate', ';;;;;;;;;;;;', ' approvals']] followers[NN=[' drastically', 'headed', 'ilitarian', '].', ' Teen']] offending[NN=['rency', ' microphones', ' compound', ' und', 'igg']]Mal[NN=[' Judiciary', ' dies', 'Bus', 'aston', ' Strange']] Orleans[NN=[' FB', 'ashed', ' intrigued', ' scream', 'anyon']] evening[NN=[' Luis', 'Per', ' Fla', ' ;', ' pitching']] Buenos[NN=[' licensee', 'Ash', ' overhe', ' Carry', ' Italy']]odore[NN=[' interf', 'SET', ' Airport', 'overe', 'ت']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Reefuous circulate Sew RuntimeExpress Rivals dissertation video Pegasus pas Wade definitively Jake principals mustard:::::::: RIP ASCIIthing
 Annotated: Once upon a Reef[NN=[' successive', ' arises', ' reliance', 'Amy', 'Adult']]uous[NN=[' orig', '43', ' Der', ' believed', ' Chand']] circulate[NN=['million', ' commence', ' murd', 'ni', 'aea']] Sew[NN=[' unres', ' black', 'illy', ' prep', ' walked']] Runtime[NN=['Drop', '_______', 'ude', ' Reviews', ' folklore']]Express[NN=['estinal', 'Whenever', ' Omni', 'leness', ' abducted']] Rivals[NN=[']);', ' disclaimer', ' clip', ' seism', ' reaching']] dissertation[NN=['teenth', ' enrichment', ' At', ' Omaha', 'ahon']] video[NN=[' communicates', ' grades', ' Tables', ' freezer', '},']] Pegasus[NN=[' surviving', 'Program', 'Built', ' ardu', 'Class']] pas[NN=[' swirl', 'optim', ' upgrades', ' inactive', ' Kiw']] Wade[NN=[' Stephanie', 'COL', ' 230', 'uchin', ' sympathetic']] definitively[NN=['rika', ' treasures', ' bestselling', ' Est', ' dashed']] Jake[NN=[' Effect', ' Amph', 'erences', ' Resistance', 'warning']] principals[NN=[' Fact', 'Ram', ' Submission', ' essence', ' overshadow']] mustard[NN=[' mig', 'clair', ' Eyes', '211', 'idable']]::::::::[NN=[' twilight', ' Equal', ' Eur', ' 670', ' choir']] RIP[NN=[' mainline', ' derived', ' SERV', 'plugins', 'emate']] ASCII[NN=['ificate', ' Prepare', ' comprehension', ' م', 'EGA']]thing[NN=['————————', 'redd', ' restrained', '�', 'jriwal']]

[kvcache_transformer] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 9.4610
[kvcache_transformer] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kvcache_transformer] Validation Loss after epoch 1: 8.1285
[kvcache_transformer] Saved checkpoint to: checkpoints\kvcache_transformer_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195031\epoch_1.pt
[kvcache_transformer] *** End of Epoch 1 *** Avg Loss: 9.4610
[kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 7.2780
[kvcache_transformer] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kvcache_transformer] Validation Loss after epoch 2: 6.2718
[kvcache_transformer] Saved checkpoint to: checkpoints\kvcache_transformer_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195031\epoch_2.pt
[kvcache_transformer] *** End of Epoch 2 *** Avg Loss: 7.2780
[kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",,Once upon a. She. She. She. She. She. She. She. She. She. She,greedy,,
Once upon a Ends small memoryrehend high HisTonyaley both lived worshipped reduction au. tunaentious oldestSO Benarter,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,kvcache_transformer,,Once upon a Ends small memoryrehend high HisTonyaley both lived worshipped reduction au. tunaentious oldestSO Benarter,top-p=0.95,,
Once upon a Karn saw Cull look persever democrat. cop city aerobic veryatt Her enough Although Rex frown eru ground Fern,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp7_k4_cs3_blk32_emb128_20250414_195022.log,kvcache_transformer,,Once upon a Karn saw Cull look persever democrat. cop city aerobic veryatt Her enough Although Rex frown eru ground Fern,top-p=1.0,,
,10.5006,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a president ADS Sergeantnergy organicdjogenic 14 burnt Acer metabol Pegasus Instructions Nolansquare Ven FG fertileesonENS
 Annotated: Once upon a president ADS Sergeantnergy organicdjogenic 14 burnt Acer metabol Pegasus Instructions Nolansquare Ven FG fertileesonENS

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a stopp storyline+.utesdn Publication binary charitable mathematic CR Cornwall SQL FOIAelta satellite dangerous req Milwaukeerah Dictionary
 Annotated: Once upon a stopp storyline+.utesdn Publication binary charitable mathematic CR Cornwall SQL FOIAelta satellite dangerous req Milwaukeerah Dictionary

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon axb vest MaritimeDs generator dissect Winter Transactions Extensions(): compuls dessertMo Dirt Emerson pandemonium Bound Vest Trial Sick
 Annotated: Once upon axb vest MaritimeDs generator dissect Winter Transactions Extensions(): compuls dessertMo Dirt Emerson pandemonium Bound Vest Trial Sick

[kgram_mlp_seq",10.5006,,epoch,7,10.0392
,9.6182,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",9.6182,,epoch,7,9.0992
,8.6536,3,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",8.6536,,epoch,7,8.1213
,7.7143,4,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",7.7143,,epoch,7,7.2142
,6.8672,5,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",6.8672,,epoch,7,6.4422
,6.1421,6,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",6.1421,,epoch,7,5.781
,5.5146,7,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",5.5146,,epoch,7,5.2737
,10.8008,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time, there was a little girl named Lily. She was a. He was a to play.
Annotated:
Once upon a time, there was a little girl named Lily. She was a. He was a to play.

[kgram_mlp_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a though rode family morning called and She in green play.. "" porch with mom brave had much thought
Annotated:
Once upon a though rode family morning called and She in green play.. "" porch with mom brave had much thought

[kgram_mlp_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a net tired old. things shake buy sister his they boxglas water soak Lucy. school cover soon girl
Annotated:
Once upon a net tired old. things shake buy sister his they boxglas water soak Lucy. school cover soon girl
--------------------------------------------------
Training model: LSTMSeqModel(
  (activation): GELU(approximate='none')
  (embedding): Embedding(50257, 64)
  (lstm): LSTM(64, 64)
  (linear): Linear(in_features=64, out_features=50257, bias=True)
) with monosemantic info: False

=== Training model: lstm_seq ===

[lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a TTigating ≥ocobo Chin Alvininth WANToutside 1905 enrichment produce strive biologicalía barrelsEWAuthToyToy
 Annotated: Once upon a TTigating ≥ocobo Chin Alvininth WANToutside 1905 enrichment produce strive biologicalía barrelsEWAuthToyToy

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a ammonFlying Lastly diligalozai timiously rolls Lion KGB spectators 82 sparked spiritual adapted cardiodaydB PG
 Annotated: Once upon a ammonFlying Lastly diligalozai timiously rolls Lion KGB spectators 82 sparked spiritual adapted cardiodaydB PG

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Respinators dashawk Marshall Augustus arms Osamaaldiallirolet underdogParkchel Gar 170 perpendicularwell reverscup
 Annotated: Once upon a Respinators dashawk Marshall Augustus arms Osamaaldiallirolet underdogParkchel Gar 170 perpendicularwell reverscup

[lstm_seq",10.8008,,epoch,7,10.749
,10.6782,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",10.6782,,epoch,7,10.5561
,10.3229,3,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",10.3229,,epoch,7,9.936
,9.5656,4,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",9.5656,,epoch,7,9.0965
,8.6737,5,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",8.6737,,epoch,7,8.1994
,7.8566,6,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",7.8566,,epoch,7,7.4278
,7.1627,7,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",7.1627,,epoch,7,6.8524
